RepName,length,RPKM (0h),t1/2 (h)
NM_004282,1556,38.95,2.86
NM_173830,2537,1.93,2.86
NM_002955,7555,12.81,2.86
NM_021943,3005,20.81,2.86
NM_007049,3129,16.47,2.86
NM_001031712,1967,18,2.86
NM_003545,377,338.96,2.86
NM_194455,4997,4.28,2.86
NM_197964,1044,6.46,2.86
NM_021145,3998,15.25,2.86
NM_004713,4136,6.62,2.86
NM_004755,3883,5.07,2.86
NM_022571,1834,1.31,2.86
NM_003861,5814,10.2,2.86
NM_145231,695,9.29,2.86
NM_144581,1381,28.09,2.86
NM_014992,4256,5.57,2.86
NM_194279,957,11.99,2.86
NM_173608,1419,37.4,2.86
NM_017799,4278,1.94,2.86
NM_002431,1388,21.27,2.86
NM_023076,2491,16.35,2.86
NM_153486,2091,1.7,2.86
NM_017810,3044,14.8,2.86
NM_023931,2392,5.68,2.86
NM_015944,1540,9.33,2.86
NM_024793,2221,5.64,2.86
NM_005262,2447,9.86,2.86
NM_001538,2535,2.51,2.86
NM_001010862,4479,3.14,2.86
NM_144610,1433,4.1,2.86
NM_004694,2690,3.55,2.86
NM_001039842,635,13.07,2.86
NM_022739,3866,11.08,2.86
NM_139033,3113,4.71,2.86
NM_001158,2681,3.05,2.86
NM_003786,5176,2.04,2.86
NM_145751,1999,51.85,2.86
NM_178170,2858,1.24,2.86
NM_139160,2013,6.66,2.86
NM_001009909,5271,13.34,2.86
NM_014918,4620,19.97,2.86
NM_014701,6779,3.88,2.86
NM_031301,939,1.43,2.86
NM_145160,2381,6.64,2.86
NM_021199,1682,1.31,2.86
NM_001292,1762,31,2.86
NM_138335,1939,8.6,2.86
NM_016930,2162,24.19,2.86
NM_153365,3382,3.79,2.86
NM_153757,1912,2.97,2.86
NM_152995,3738,12.1,2.86
NM_001040402,4278,15,2.86
NM_020159,4935,7.92,2.86
NM_133377,4765,25.29,2.9
NM_001002796,3000,16.95,2.9
NM_153223,4677,7.84,2.9
NM_001018074,7286,41.3,2.9
NM_032290,1870,8.77,2.9
NM_015288,6463,66.88,2.9
NM_002449,2224,2.03,2.9
NM_016144,1456,11.6,2.9
NM_012279,3089,13.83,2.9
NM_017759,3766,14.83,2.9
NM_144709,2097,3.12,2.9
NM_032673,939,40.79,2.9
NM_152945,1860,2.8,2.9
NM_033394,7644,12.14,2.9
NM_152383,3122,10.75,2.9
NM_014213,2089,1.61,2.9
NM_057177,3642,5.88,2.9
NM_031431,4500,4.39,2.9
NM_018204,3626,15.25,2.9
NM_001329,3780,35.95,2.9
NM_173575,2141,5.27,2.9
NM_198472,762,17.59,2.9
NM_001001484,3810,5.8,2.9
NM_001001974,3750,4.42,2.9
NM_004897,2412,10.56,2.9
NM_000214,5896,9.54,2.9
NM_024918,2095,17.46,2.9
NM_001032999,7737,5.16,2.9
NM_016436,5899,25.24,2.9
NM_022358,1286,3.29,2.9
NM_181353,1234,28.46,2.9
NM_006540,6157,8.01,2.9
NM_207332,1836,13.82,2.9
NM_006766,7861,20.49,2.9
NM_001146,4338,1.37,2.9
NM_031466,4473,5.8,2.9
NM_145754,3309,3.29,2.9
NM_000437,2547,8.44,2.9
NM_173808,5669,32.7,2.9
NM_002353,2805,3.57,2.9
NM_006912,3425,3.97,2.9
NM_144977,2213,3.57,2.9
NM_015102,5020,6.55,2.9
NM_001856,5584,61.5,2.9
NM_024676,3182,2.54,2.9
NM_006582,1960,16.14,2.9
NM_003238,1695,7.39,2.9
NM_006142,1336,45.29,2.9
NM_018291,1923,3.75,2.9
NM_014870,6028,17.46,2.9
NM_005012,3358,1.83,2.9
NM_005224,2725,3.75,2.9
NM_012099,3286,45.58,2.9
NM_052925,3720,24.02,2.9
NM_015208,9035,4.04,2.9
NM_004163,1365,2.19,2.9
NM_017438,3360,5.51,2.9
NM_018964,3098,10.52,2.9
NM_005862,5166,17.22,2.9
NM_005879,2042,17.15,2.9
NM_004567,3503,13.36,2.9
NM_004366,2697,10.84,2.9
NM_015103,7095,37.51,2.9
NM_001042383,6054,1.43,2.9
NM_005126,4349,8.47,2.9
NM_014583,1754,6.76,2.9
NM_025265,2373,26.19,2.9
NM_003298,8330,5.89,2.9
NM_012430,1793,8.66,2.9
NM_178868,1185,4.71,2.9
NM_007001,1588,3.15,2.9
NM_014908,2267,22.86,2.9
NM_024828,2735,5.15,2.9
NM_004059,1925,10.92,2.9
NM_022779,3285,46.3,2.9
NM_001261,1791,50.87,2.9
NM_014434,2487,18.04,2.9
NM_017586,2695,6.44,2.9
NM_005772,2064,34.88,2.9
NM_004972,5097,4.01,2.9
NM_006301,3365,11.95,2.9
NM_017915,3189,8.77,2.9
NM_152318,760,10.92,2.9
NM_032663,2117,4.6,2.9
NM_001835,5525,12.92,2.9
NM_001008658,6275,5.53,2.9
NM_014351,2465,7.47,2.9
NM_001039584,2224,6.46,2.9
NM_021026,1496,2.25,2.9
NM_001001929,10323,2.04,2.9
NM_206911,1679,3.1,2.9
NM_004690,4756,11.93,2.9
NM_003534,467,153.55,2.9
NM_006724,5501,8.01,2.9
NM_181782,5550,14.27,2.9
NM_020819,5302,7.38,2.9
NM_015694,1655,11.89,2.9
NM_024429,3423,3.72,2.9
NM_014149,3179,9.53,2.9
NM_032534,4018,4.9,2.9
NM_001009956,4983,4.74,2.9
NM_012257,2858,9.14,2.9
NM_002214,8787,2.74,2.9
NM_007342,1778,14.76,2.9
NM_020784,4552,1.63,2.9
NM_015316,4834,4.41,2.9
NM_006020,2585,14.7,2.9
NM_025152,2051,4.98,2.9
NM_015993,1505,1.4,2.9
NM_001012391,1229,8.63,2.9
NM_207112,1728,7.87,2.9
NM_152424,3707,34.23,2.9
NM_000489,10452,6.29,2.9
NM_001018024,1943,4.31,2.9
NM_005089,1609,6.95,2.9
NM_014798,5277,3.87,2.9
NM_006987,2610,4.17,2.9
NM_199282,3628,14.68,2.9
NM_000890,2912,1.19,2.9
NM_002180,3892,19.86,2.9
NM_020802,7043,1.12,2.9
NM_139075,2939,13.69,2.9
NM_022841,10268,4.69,2.9
NM_174916,7758,4.09,2.9
NM_001012969,1622,1.72,2.9
NM_033634,3353,1.89,2.9
NM_020972,4110,1.9,2.9
NM_017867,1188,4.87,2.9
NM_001008393,3503,4.54,2.9
NM_012180,2564,11.81,2.9
NM_004784,3188,1.21,2.9
NM_023924,2845,91.05,2.94
NM_006909,4078,5.51,2.94
NM_003719,3570,17.08,2.94
NM_002185,1809,25.17,2.94
NM_003202,3283,6.75,2.94
NM_030627,6930,2.5,2.94
NM_005279,2089,1.38,2.94
NM_178123,3234,7.57,2.94
NM_138336,759,12.2,2.94
NM_017969,2950,15.7,2.94
NM_006569,1887,2.76,2.94
NM_017657,4109,14.46,2.94
NM_021251,2626,10.39,2.94
NM_152912,1018,5.3,2.94
NM_001014283,3046,16.25,2.94
NM_197968,5217,11.8,2.94
NM_021645,5585,2.6,2.94
NM_024979,3463,38.07,2.94
NM_014881,4270,5.58,2.94
NM_005028,1781,42.05,2.94
NM_003972,7054,9.46,2.94
NM_018498,2325,7.63,2.94
NM_003185,4647,14.03,2.94
NM_021215,4219,23.15,2.94
NM_021809,3425,48.02,2.94
NM_005417,4145,4.49,2.94
NM_080825,541,3.03,2.94
NM_006466,2177,4.65,2.94
NM_018347,1832,8.16,2.94
NM_175609,3274,71.16,2.94
NM_001039375,1105,19.04,2.94
NM_001040624,3826,1.25,2.94
NM_001024678,1825,15.33,2.94
NM_015169,1724,50.71,2.94
NM_002221,5875,7.26,2.94
NM_198552,1276,5.59,2.94
NM_007369,2733,6.56,2.94
NM_001025592,2096,1.97,2.94
NM_018994,3011,12.56,2.94
NM_014698,4074,11.93,2.94
NM_015906,8339,7.74,2.94
NM_017837,2380,1.9,2.94
NM_025077,2113,34.07,2.94
NM_012243,2149,5.83,2.94
NM_015485,1093,5.56,2.94
NM_012424,4196,9.45,2.94
NM_002393,2554,10.54,2.94
NM_018125,4502,11.1,2.94
NM_003846,1610,8.03,2.94
NM_003094,1593,8.35,2.94
NM_004582,1526,89.05,2.94
NM_012155,2269,13.78,2.94
NM_152771,1256,1.3,2.94
NM_001025604,2539,19.8,2.94
NM_015897,1835,32.23,2.94
NM_017636,4061,1.06,2.94
NM_018025,3390,8.93,2.94
NM_017512,1810,32.41,2.94
NM_022840,3672,1.86,2.94
NM_018439,3683,1.75,2.94
NM_207351,3415,3.75,2.94
NM_020676,2364,23.59,2.94
NM_004162,2352,17.92,2.94
NM_001003793,2817,6.71,2.94
NM_144717,2056,3.37,2.94
NM_001009921,5064,7.29,2.94
NM_053045,1576,20.51,2.94
NM_003028,6021,5.99,2.94
NM_017919,2678,4.21,2.94
NM_133465,2684,11.21,2.94
NM_001731,1783,6.87,2.94
NM_002480,4613,15.35,2.94
NM_001001655,1051,27.54,2.94
NM_018113,2328,7.13,2.94
NM_018416,5499,5.37,2.94
NM_003484,4150,5.51,2.94
NM_021934,1468,69.89,2.94
NM_153207,4072,11.87,2.94
NM_003805,1201,6.66,2.94
NM_019843,3521,7.17,2.94
NM_058238,2250,2.01,2.94
NM_017911,1707,17.12,2.94
NM_004556,2581,3.25,2.94
NM_003309,3406,57.66,2.94
NM_183041,1949,7.62,2.94
NM_003513,477,79.3,2.94
NM_003510,460,44.67,2.94
NM_194429,1902,12.48,2.94
NM_000947,2353,14.23,2.94
NM_015571,4210,10.63,2.94
NM_001030060,6089,4.96,2.94
NM_002947,1613,6.03,2.94
NM_207336,2295,1.34,2.94
NM_002069,3342,23.3,2.94
NM_020445,2199,8.9,2.94
NM_012129,3493,9.17,2.94
NM_020223,2768,4.25,2.94
NM_147185,12474,3.05,2.94
NM_003508,2342,5.31,2.94
NM_053043,4382,10.04,2.94
NM_021944,2352,10.21,2.94
NM_012460,1108,10.71,2.94
NM_015589,2356,5.07,2.94
NM_152307,1714,43.13,2.94
NM_007077,1587,7.78,2.94
NM_006885,11893,8.16,2.94
NM_005652,2909,25.64,2.94
NM_006742,3460,3.31,2.94
NM_004424,2573,20.25,2.94
NM_024922,3906,4.94,2.94
NM_001034841,1738,14.82,2.94
NM_001132,3127,6.17,2.94
NM_020825,7413,7.38,2.94
NM_015167,1477,34.17,2.94
NM_024819,2070,5.77,2.94
NM_014897,5428,6.54,2.94
NM_178542,2252,2.14,2.94
NM_002737,8787,19.18,2.94
NM_025197,2809,13.46,2.94
NM_144999,2639,10.05,2.94
NM_144607,3511,11.79,2.94
NM_080863,2139,1.66,2.94
NM_022830,2747,15.56,2.94
NM_003478,6408,3.17,2.94
NM_020901,5521,19.99,2.94
NM_005707,2866,7.94,2.94
NM_181077,5229,1.53,2.94
NM_024629,2547,3.59,2.94
NM_152682,2579,3.43,2.94
NM_017923,1790,1.61,2.94
NM_002926,6240,2.62,2.94
NM_003704,4742,9.76,2.94
NM_025132,4534,3.51,2.94
NM_018986,4239,9.42,2.94
NM_001957,4105,8.86,2.94
NM_015693,3238,3.21,2.94
NM_001048249,2894,11.97,2.99
NM_205836,4413,16.81,2.99
NM_004779,2550,22.44,2.99
NM_005927,2914,16.22,2.99
NM_012485,3002,2.89,2.99
NM_018263,7231,9.79,2.99
NM_006794,2054,3.28,2.99
NM_025076,2132,17.79,2.99
NM_003310,1705,19.02,2.99
NM_003584,1593,33.38,2.99
NM_021925,2877,5.13,2.99
NM_001012626,2007,2.54,2.99
NM_024726,3250,2.76,2.99
NM_032740,2824,1.05,2.99
NM_001039550,3129,25.75,2.99
NM_014044,2184,5.3,2.99
NM_014640,4208,23.94,2.99
NM_199162,1917,2.11,2.99
NM_001003399,5371,5.04,2.99
NM_020403,6229,2.75,2.99
NM_018451,4387,5.25,2.99
NM_015032,7444,6.14,2.99
NM_004966,2591,192.03,2.99
NM_212554,2638,4.38,2.99
NM_004281,2608,29.34,2.99
NM_005308,2575,21.51,2.99
NM_153336,1750,1.7,2.99
NM_207009,2192,2.68,2.99
NM_020343,5628,2.88,2.99
NM_018197,3281,30.68,2.99
NM_181485,2832,9.84,2.99
NM_001039199,6215,11.38,2.99
NM_007346,2423,27.8,2.99
NM_153638,2280,8.92,2.99
NM_178564,3538,5.01,2.99
NM_012415,3057,10.48,2.99
NM_022045,3081,5.04,2.99
NM_005920,5888,26.85,2.99
NM_017522,4528,55.01,2.99
NM_018216,2642,27.14,2.99
NM_175065,448,83.59,2.99
NM_001409,7450,5.73,2.99
NM_194314,8474,1.35,2.99
NM_207356,1697,30.54,2.99
NM_001031680,4340,31.6,2.99
NM_020925,5274,5.5,2.99
NM_004284,2980,17.13,2.99
NM_012475,2358,29.91,2.99
NM_001010866,3846,25.17,2.99
NM_020770,5142,1.67,2.99
NM_152265,2203,16.69,2.99
NM_033088,3290,24.23,2.99
NM_018137,2506,47.1,2.99
NM_002245,1901,53.15,2.99
NM_012432,4420,15.45,2.99
NM_198055,2938,8.27,2.99
NM_130807,3347,6.54,2.99
NM_025021,2505,27.2,2.99
NM_207395,2995,5.86,2.99
NM_173630,7111,3.88,2.99
NM_014646,6245,6.62,2.99
NM_015559,5744,2.9,2.99
NM_004852,1655,3.43,2.99
NM_020412,1290,44.89,2.99
NM_007038,9046,3.31,2.99
NM_207584,2898,3.59,2.99
NM_003683,2984,24.48,2.99
NM_024513,8500,11.68,2.99
NM_182775,4739,2.86,2.99
NM_020242,4775,7.11,2.99
NM_032359,1226,83.99,2.99
NM_015513,2072,2.55,2.99
NM_016173,5862,1.36,2.99
NM_005596,8159,10.72,2.99
NM_181491,3887,23.31,2.99
NM_018249,6230,25.67,2.99
NM_003086,4661,21.47,2.99
NM_148178,1100,10.43,2.99
NM_007344,3137,11.9,2.99
NM_001698,1548,21.75,2.99
NM_003692,2299,1.13,2.99
NM_032888,5583,19.39,2.99
NM_002581,11025,2.57,2.99
NM_015989,2648,4.08,2.99
NM_016830,3151,3.82,2.99
NM_006768,2063,17.21,2.99
NM_016122,3235,8.41,2.99
NM_032338,1230,4.47,2.99
NM_021009,2418,44.18,2.99
NM_003565,5228,7.05,2.99
NM_022496,1789,5.82,2.99
NM_020936,2638,21.11,2.99
NM_002135,2699,39.83,2.99
NM_012265,1738,9.43,2.99
NM_007172,5225,16.27,2.99
NM_018943,2018,1.91,2.99
NM_025225,2805,9.56,2.99
NM_004440,5229,15.87,2.99
NM_139126,2481,8.67,2.99
NM_012120,4658,11.08,2.99
NM_153746,2821,8.17,2.99
NM_006502,3464,5.54,2.99
NM_032438,4215,2.83,2.99
NM_145032,2744,2.6,2.99
NM_004403,2230,16.48,2.99
NM_147128,3485,3.9,2.99
NM_138400,6082,10.06,2.99
NM_005837,878,88.59,2.99
NM_203488,700,6.32,2.99
NM_018353,4584,7.49,2.99
NM_033426,4397,9.96,2.99
NM_020431,5333,2.71,2.99
NM_001039465,1651,54.13,2.99
NM_181341,2563,9.75,2.99
NM_018335,1794,3.33,2.99
NM_001024218,4318,12.76,2.99
NM_001040114,6942,2.58,2.99
NM_017566,1888,15.94,2.99
NM_177536,1598,6.15,2.99
NM_001040715,3416,4.83,2.99
NM_006565,3797,49.28,2.99
NM_024109,1570,16.65,2.99
NM_017848,4231,2.85,2.99
NM_024778,2625,18.82,2.99
NM_019045,4154,9.41,2.99
NM_014232,2159,2.72,2.99
NM_024599,3619,6.02,2.99
NM_024015,2042,1.27,2.99
NM_032442,5217,16.64,2.99
NM_013276,3838,9.78,2.99
NM_003876,1211,48.45,2.99
NM_030665,7668,22.63,2.99
NM_022167,3567,14.12,2.99
NM_170721,2151,61.02,2.99
NM_005591,5164,4.82,2.99
NM_019021,1466,2.76,2.99
NM_002315,1274,42.34,2.99
NM_033396,5822,28.15,2.99
NM_025164,6072,11.3,2.99
NM_015308,3995,30.94,2.99
NM_005528,1355,1.49,2.99
NM_017944,7777,7.95,2.99
NM_001030273,2828,8.46,2.99
NM_134261,2020,2.67,2.99
NM_006715,3254,19.09,2.99
NM_152594,3816,7.1,2.99
NM_005744,2178,25.03,2.99
NM_018349,2637,21.88,2.99
NM_006537,2345,30.66,2.99
NM_181806,3573,2.42,2.99
NM_144643,2816,14.05,2.99
NM_006251,5130,18.41,3.03
NM_174909,1207,13.1,3.03
NM_001037633,1996,26.01,3.03
NM_007054,6257,2.17,3.03
NM_001025159,1519,1.01,3.03
NM_004174,2584,22.74,3.03
NM_032280,4635,3.03,3.03
NM_018034,2247,24.05,3.03
NM_005689,2993,25.21,3.03
NM_016839,2596,22.45,3.03
NM_015955,1831,9.64,3.03
NM_017933,2745,3.26,3.03
NM_176799,1943,14.8,3.03
NM_024659,2692,5.84,3.03
NM_001008708,1311,20.97,3.03
NM_001042410,2594,16.63,3.03
NM_001039724,1635,4.06,3.03
NM_031942,2839,14.27,3.03
NM_152994,3155,5.41,3.03
NM_003291,4626,14.58,3.03
NM_001040443,1649,2.28,3.03
NM_180989,3922,5.26,3.03
NM_024948,2375,7.88,3.03
NM_018076,3572,1.78,3.03
NM_018117,4724,6.43,3.03
NM_024326,2359,2.9,3.03
NM_015062,5354,40.27,3.03
NM_153226,2396,6.8,3.03
NM_020338,7041,13.51,3.03
NM_007219,1692,13.28,3.03
NM_018474,2144,9,3.03
NM_018371,3877,14.46,3.03
NM_016612,1865,76.33,3.03
NM_153332,2195,13.23,3.03
NM_152562,3735,43.46,3.03
NM_004337,4199,5.14,3.03
NM_014957,5458,5.07,3.03
NM_022071,2880,42.76,3.03
NM_006823,2184,3.31,3.03
NM_024938,5887,8.03,3.03
NM_001779,1040,17.81,3.03
NM_145716,2106,44.95,3.03
NM_015375,7889,7.95,3.03
NM_145796,6618,14.35,3.03
NM_033445,496,58.16,3.03
NM_005957,7105,3.51,3.03
NM_007167,5159,3.76,3.03
NM_177414,3310,4.92,3.03
NM_002533,2921,16.71,3.03
NM_004723,4093,35.32,3.03
NM_017765,2279,6.39,3.03
NM_004073,2369,8.55,3.03
NM_001017416,3949,21.31,3.03
NM_004326,6278,12.55,3.03
NM_001012331,2663,1.01,3.03
NM_206886,4658,4.53,3.03
NM_014787,5750,3.84,3.03
NM_021222,2995,21.49,3.03
NM_182752,2440,20.45,3.03
NM_015291,6035,3.88,3.03
NM_015607,1293,96.44,3.03
NM_003503,3178,13.36,3.03
NM_002918,4347,5.39,3.03
NM_002866,1491,16.63,3.03
NM_001736,2342,1.15,3.03
NM_152362,2209,2.92,3.03
NM_175907,4132,6.42,3.03
NM_024935,4949,6.9,3.03
NM_198531,4378,3.9,3.03
NM_153240,5385,1.11,3.03
NM_198722,2159,3.84,3.03
NM_018403,2054,34.58,3.03
NM_130387,2218,5.35,3.03
NM_018266,2957,24.21,3.03
NM_001106,1584,23.76,3.03
NM_014240,6284,13.42,3.03
NM_177938,2841,8.21,3.03
NM_019892,3440,9.51,3.03
NM_177999,4653,32.19,3.03
NM_005476,3760,21.71,3.03
NM_022755,4401,16.16,3.03
NM_012197,4560,14.83,3.03
NM_002957,5449,74.12,3.03
NM_021224,8306,9.33,3.03
NM_006285,2559,4.44,3.03
NM_031919,4310,2.75,3.03
NM_014806,5199,16.53,3.03
NM_001008563,4490,8.27,3.03
NM_007244,507,6.27,3.03
NM_203394,5728,14.28,3.03
NM_006479,2143,9.05,3.03
NM_006253,2412,15.16,3.03
NM_152261,3167,20.11,3.03
NM_001024938,2055,1.63,3.03
NM_001851,3704,2.18,3.03
NM_001008739,572,1.67,3.03
NM_003530,864,199.51,3.03
NM_172103,5100,33.45,3.03
NM_015349,6520,3.78,3.03
NM_006994,2956,11.88,3.03
NM_015695,6018,12.18,3.03
NM_003495,370,129.89,3.03
NM_000288,1451,4.85,3.03
NM_014705,8343,4.07,3.03
NM_181747,1930,20.69,3.03
NM_000722,3822,14.16,3.03
NM_181581,2252,3.55,3.03
NM_020836,2723,2.9,3.03
NM_020326,3435,8.45,3.03
NM_006575,4421,12.04,3.03
NM_005113,2891,12.41,3.03
NM_021004,1289,5.31,3.03
NM_003384,1720,25.36,3.03
NM_004554,4944,5.36,3.03
NM_002801,1009,13.38,3.03
NM_006181,1986,2.33,3.03
NM_004594,3745,5.4,3.03
NM_138418,928,39.2,3.03
NM_004783,4920,18.87,3.03
NM_030629,4235,47.61,3.03
NM_016111,3320,19.56,3.03
NM_003961,1559,6.18,3.03
NM_003611,3615,7.71,3.03
NM_003159,3434,6.96,3.03
NM_017575,5968,7.56,3.03
NM_052928,4269,6.12,3.03
NM_018727,4415,3.8,3.03
NM_001017368,4143,7.8,3.03
NM_001007024,5246,6.8,3.03
NM_052819,3917,6.3,3.03
NM_198593,2923,1.38,3.03
NM_030906,2707,2.13,3.03
NM_012139,1515,14.71,3.03
NM_016621,3692,13.07,3.03
NM_080668,2507,111.61,3.03
NM_016028,4562,8.86,3.03
NM_053056,4304,109.27,3.03
NM_017841,1250,34.97,3.03
NM_018389,2836,14.77,3.03
NM_181797,3262,2.98,3.03
NM_016464,1193,39.55,3.03
NM_013280,3252,4.68,3.03
NM_144599,6565,5.62,3.03
NM_198525,3121,5.75,3.03
NM_033544,2774,18.75,3.03
NM_013272,2740,36.56,3.03
NM_000875,4989,78.1,3.03
NM_018392,3353,1.69,3.03
NM_206919,836,1.61,3.03
NM_006315,5666,17.85,3.03
NM_002006,6803,5.73,3.03
NM_002397,4077,7.45,3.08
NM_138492,2339,3.91,3.08
NM_183359,4074,34.06,3.08
NM_012382,5519,8.37,3.08
NM_133456,3190,10.31,3.08
NM_005509,11072,3.02,3.08
NM_032390,1686,25.93,3.08
NM_024624,5151,6.14,3.08
NM_006037,8459,14.43,3.08
NM_005633,4002,6.41,3.08
NM_005735,2054,16.72,3.08
NM_018433,4718,13.31,3.08
NM_177969,3850,9.85,3.08
NM_182488,2392,7.26,3.08
NM_014166,2022,9.54,3.08
NM_207304,4731,19.13,3.08
NM_005871,2033,17.37,3.08
NM_015608,4596,8.2,3.08
NM_001007094,7047,2.02,3.08
NM_145206,4401,13.61,3.08
NM_005863,3414,36.75,3.08
NM_014657,3931,40.38,3.08
NM_030815,1384,39.95,3.08
NM_199169,4930,46.81,3.08
NM_020433,4802,1.52,3.08
NM_022896,4464,2.61,3.08
NM_018660,4807,1.28,3.08
NM_017778,5431,18.69,3.08
NM_032847,1286,13.13,3.08
NM_007013,4120,10.84,3.08
NM_016023,3166,6.92,3.08
NM_005626,2158,44.18,3.08
NM_152374,2934,6.51,3.08
NM_206837,1502,2.76,3.08
NM_005529,14294,4.98,3.08
NM_004815,5585,2.34,3.08
NM_078626,2104,65,3.08
NM_001012985,641,10.53,3.08
NM_024813,3026,9.12,3.08
NM_014858,3792,1.16,3.08
NM_018650,4638,6.53,3.08
NM_030769,1552,4.34,3.08
NM_001002921,672,33.75,3.08
NM_032793,2170,5.64,3.08
NM_003517,437,132.51,3.08
NM_016052,1368,22.43,3.08
NM_138959,8691,13.74,3.08
NM_182518,5451,4.54,3.08
NM_006642,2614,3.61,3.08
NM_032283,3163,9.21,3.08
NM_004647,1421,5.15,3.08
NM_153232,1409,4.92,3.08
NM_007121,2037,28,3.08
NM_005131,2092,10.19,3.08
NM_020854,5459,4.42,3.08
NM_007345,8124,6.76,3.08
NM_004928,2114,7.62,3.08
NM_015259,3239,3.15,3.08
NM_006031,10554,6.55,3.08
NM_020152,1997,2.12,3.08
NM_058182,1074,6.37,3.08
NM_009586,3885,14.65,3.08
NM_015391,1201,24.42,3.08
NM_019555,3561,7.18,3.08
NM_014869,4414,11.08,3.08
NM_001023587,5851,24.69,3.08
NM_033199,1546,8.86,3.08
NM_003656,1501,4.88,3.08
NM_173216,4403,3.59,3.08
NM_014463,579,16.66,3.08
NM_001012651,7368,8.72,3.08
NM_021937,2239,24.65,3.08
NM_152574,2428,2.3,3.08
NM_014314,4759,2.12,3.08
NM_002072,2188,18.56,3.08
NM_001024916,1159,1.32,3.08
NM_001037293,9363,8.46,3.08
NM_003994,5435,2.91,3.08
NM_014167,1066,10.14,3.08
NM_002702,2911,2.81,3.08
NM_006992,1595,1.32,3.08
NM_020183,1930,3.09,3.08
NM_020831,4507,12.54,3.08
NM_003426,3759,8.19,3.08
NM_021073,2207,20.63,3.08
NM_003537,472,406.71,3.08
NM_032448,3261,17.58,3.08
NM_003958,5600,9.27,3.08
NM_006995,3577,2.85,3.08
NM_145321,6730,7.39,3.08
NM_004603,2117,13.44,3.08
NM_018843,1515,6.62,3.08
NM_001040020,2552,9.9,3.08
NM_170606,16872,5.06,3.08
NM_015545,3079,51.78,3.08
NM_001004302,2876,15.46,3.08
NM_015969,600,16.56,3.08
NM_020704,5073,5.42,3.08
NM_004722,1818,6.84,3.08
NM_203301,3742,6.42,3.08
NM_032876,4236,17.4,3.08
NM_199165,1826,27.74,3.08
NM_019839,2799,2.27,3.08
NM_020715,6540,1.59,3.08
NM_014714,4966,3.61,3.08
NM_133450,2663,11.48,3.08
NM_018231,2773,5.39,3.08
NM_020947,3895,4.45,3.08
NM_152337,1552,1.61,3.08
NM_030581,3678,14.01,3.08
NM_013302,7412,10.62,3.08
NM_024600,1871,1.33,3.08
NM_004209,2054,1.49,3.08
NM_020424,1673,2.53,3.08
NM_016643,1909,3.08,3.08
NM_014761,2377,50.22,3.08
NM_015202,6618,5.36,3.08
NM_024742,4672,8.3,3.08
NM_024516,1164,58.7,3.08
NM_017803,1999,15.54,3.08
NM_001042480,3259,1.5,3.08
NM_014725,4911,3.06,3.08
NM_001649,7445,1.94,3.08
NM_207458,3136,1.32,3.08
NM_021734,1651,42.32,3.08
NM_001033551,2296,6.38,3.08
NM_025090,5879,31.75,3.08
NM_001932,3012,13.45,3.08
NM_017643,2564,5.19,3.08
NM_003004,2282,1.26,3.08
NM_000984,979,32.53,3.08
NM_003161,5332,6.55,3.08
NM_001024809,3405,15.13,3.08
NM_014859,4227,6.73,3.08
NM_138363,2705,9.27,3.08
NM_016526,2937,22.6,3.08
NM_174940,1637,2.76,3.08
NM_005706,1443,11.9,3.08
NM_020193,5518,10.12,3.08
NM_138573,697,16.05,3.08
NM_001033559,1993,1.15,3.08
NM_018200,3898,26.34,3.08
NM_024652,7647,9.54,3.08
NM_015286,7355,14.76,3.08
NM_173456,4129,19.05,3.08
NM_001034191,1682,26.85,3.08
NM_194282,5772,8.44,3.08
NM_012110,1151,4.85,3.08
NM_145048,1825,6.92,3.08
NM_181726,941,2.25,3.08
NM_015196,4980,16.97,3.08
NM_005935,9390,5.56,3.08
NM_018177,6616,1.7,3.08
NM_001018062,1309,26.39,3.13
NM_031438,3502,1.98,3.13
NM_033449,4333,4.8,3.13
NM_032042,4192,14.8,3.13
NM_005023,1659,15.99,3.13
NM_001001419,7096,11.34,3.13
NM_018140,2427,76.07,3.13
NM_013980,1247,24.69,3.13
NM_024941,2726,3.5,3.13
NM_016463,2632,66.33,3.13
NM_032175,3655,12.41,3.13
NM_003732,728,12.58,3.13
NM_005544,5828,6.9,3.13
NM_018383,6299,19.06,3.13
NM_173177,1200,5.95,3.13
NM_024989,11113,1.14,3.13
NM_024753,4916,2.02,3.13
NM_022460,2403,3.53,3.13
NM_022037,2390,23.78,3.13
NM_152528,1811,2.13,3.13
NM_001006657,6957,3.71,3.13
NM_019091,2516,4.75,3.13
NM_017952,6708,13.81,3.13
NM_002246,2590,9.09,3.13
NM_015252,5077,15.15,3.13
NM_001033575,1555,2.04,3.13
NM_005966,4499,6.88,3.13
NM_033356,2908,14.47,3.13
NM_018676,3054,1.45,3.13
NM_015058,7169,5.06,3.13
NM_018330,3417,12.28,3.13
NM_014912,5840,2.08,3.13
NM_004566,4497,32.32,3.13
NM_024670,3093,10.76,3.13
NM_199077,4071,9.53,3.13
NM_001549,1999,6.41,3.13
NM_018344,2243,12.47,3.13
NM_024704,5274,5.34,3.13
NM_006943,4645,5.5,3.13
NM_003844,1723,34.45,3.13
NM_001017926,5032,7.61,3.13
NM_003842,4160,68.69,3.13
NM_024567,2427,13.67,3.13
NM_002717,2385,57.91,3.13
